filename,entry-date,entry-by,layout,entry-type,image,title,source-url,source,copyright,summary,content,FEATURES:,Boerhaave,COGWEB,Chinese,LSTM,Leiden,PGM,RNN,Ruysch,actors,aesthesis,agency,algorithm,analysis,anatomical,anatomy,androgynous,architecture,archive,artificialia,axis,black-box,body,botanical,brain,categories,categorization,channel,character recognition,chinese,classification,clustering,cnn,codes,cognition,collecting,collection,collections,colonialism,commodification,concept,conceptual-clustering,convolutional neural network,cost,counting,cut,cuts,cutting,datasets,demonstration,diagram,dimensionality,disgust,dissection,distance,domestication,elegance,epistemology,error,euclidean,evaluation,eye,figures,finger,forecasting,forensics,frame,freakish,geometry,gesture,gestures,gradient descent,graph,graphs,grouping,hacking,hand,hand writing,hands,hands-on,handwriting,hardware,history,human,human body,imagination,imperfect,inscription,instruments,joint,kmeans,knowledge,labeling,landmark,learning,location,machine learning,machines,materiality,meaning,measurement,memory,mnist,model,models,monsters,muscles,mystical,mythological,naturalia,nerves,nervous system,network,networks,neural networks,neural-anatomy,neuron,nonlinearity,observation,offline,online,ontologies,ontology,ontology-building,optimization,orientation,orthogonality,parallel,pca,perception,perceptron,perfection,performance,planes,poetic,position,prediction,preparation,preparations,projection,proportion,proportions,psychology,python,races,representation,representations,rhetoric,rnn,segments,selection,sensory experience,sensory perception,similarity,skeleton,skin,skull,skulls,space,sparseness,spectacle,spectators,speech,standard,statistic-ontology,statistical,statistical-ontology,svm,symbols,tacit,taxonomy,theatre,time-series,timeseries,tools,topological,training,treatise,trial,truth,type,typography,unsupervised,vision,visualization,wellcome,word2vec,writing,zodiac
introduction-to-graphology-howard.md,2019-07-30,Jonathan Reus,text,,,Introduction to Graphology - Howard,https://archive.org/details/graphologyhowtor00howa/,"Howard, Clifford. Graphology; Or, How to Read Character from Handwriting. American Institute of Graphology, 1903.",Internet Archive Open Use," The first requisite, therefore, in the study of graphology is to classify the different types or kinds of handwritings. This will enable us to tell not only wherein certain handwritings re- semble one another, but also to distinguish the differences between the chirography of one person and that of another, for it very frequently happens that although we realize there is a difference between two handwritings we are unable to tell in just what particular features the difference exists ; so that we see at once the necessity for adopting some method of classification as a basis for the proper understanding of the subject. The study of botany depends primarily upon a system of classifying plants, and in natural his- tory, or zoology, very little profitable work could be accomplished were it not for a method of classifying the various animals. The same principle holds good in graphology, where we have a great variety of types and kinds to deal with. But this does not mean that we are to cumber our minds with an elaborate or intricate system of classification. On the contrary, it is very simple and very plain, for it is built up on certain definite lines that make it at once obvious and logical. ",,,0,0,0,0,0,0,0,0,0,0.32,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756,0
kmeans-elbowpoint-method.md,2019-12-8,Jonathan Reus,image,image,k/kmeans-elbow-point.png,Choosing K via Elbowpoint Method,https://towardsdatascience.com/k-means-clustering-introduction-to-machine-learning-algorithms-c96bf0d5d57a,TowardsDataScience K-Means Clustering — Introduction to Machine Learning Algorithms Simplest clustering algorithm — Code & Explanation. Rohith Gandhi,,Graph displaying an optimal cluster configuration at the elbow point,"Often it is uncertain how many clusters is best to choose. In the elbow point method, you choose a different number of clusters and start plotting the within-cluster distance to the centroid.

From this graph we can infer that at k=4, the graph reaches an optimum minimum value. Even though the within-cluster distance decreases after 4, we would be doing more computations. Therefore, we choose a value of 4 as the optimum number of clusters.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0.3,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kmeans-initialization-strategies.md,2019-06-21,Jonathan Reus,text,,,K-means Initialization Strategies,https://www.scirp.org/journal/paperinformation.aspx?paperid=82761,"Li, B.Y. (2018) An Experiment of K-Means Initialization Strategies on Handwritten Digits Dataset. Intelligent Information Management , 10, 43-48.",© 2018 by author and Scientific Research Publishing Inc. This work is licensed under the Creative Commons Attribution International License (CC BY 4.0).,A summary of K-means evaluation strategies,"## 3.2. Clustering Performance Evaluation
### 3.2.1. Inertia
Inertia or within-cluster sum of squares distance is a key measure to evaluate the
internally coherent of clustering. The sum of squared distance is calculated between
each point and its nearest centroid.
### 3.2.2. Homogeneity (Shorthand as Homo)
In fact, the result of clustering should satisfy homogeneity. It means that each
point only belongs to a cluster. This rule should be also independent of labels.
The range of score should be standardized between 0.0 and 1.0.
### 3.2.3. Completeness (Shorthand as Compl)
Completeness measure how well the K-means algorithm assigns all the data
points with a given label to the same group. Meanwhile, the score should be
standardized from 0.0 to 1.0.
### 3.2.4. V-Measure (Shorthand as V-Meas)
Specifically, V-measure measures the harmonic criteria whether it has satisfied
the homogeneity and completeness. In addition, the score is from 0.0 to 1.0.
### 3.2.5. Silhouette Coefficient (Shorthand as Silhouette)
The Silhouette Coefficient for a sample is defined as:

<a href=""https://www.codecogs.com/eqnedit.php?latex=silhouette&space;=&space;\frac{a-b}{max(a,b)}"" target=""_blank""><img src=""https://latex.codecogs.com/gif.latex?silhouette&space;=&space;\frac{a-b}{max(a,b)}"" title=""silhouette = \frac{a-b}{max(a,b)}"" /></a>

where a is the mean of intra-cluster distance, b indicates the nearest-cluster distance.
Moreover, the range of the parameter is −1 ~ 1. Specifically, 1 is the best
result and −1 is the worst result. The higher the score of Silhouette Coefficient is,
the more suitable the model satisfies the defined clusters.",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0.02,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
landmark-body-chinese.md,2019-09-24,Joana Chicau,image,image,wc/Landmark-Body-Chinese.jpg,"Acu-moxa aid, landmark measurements, Chinese MS, late Qing",https://wellcomecollection.org/works/jptyzjyp,,Creative Commons Attribution (CC BY 4.0),"Line drawing in ink and brush style from an anonymous manuscript probably dating from the end of the Qing period (1644-1911). The image shows the outline of a human body viewed from the front. Captions in corresponding places on the body indicate the distances between various landmarks on the bodily surface, as an aid in establishing the location of acupoints and the paths of the channels and collaterals at the front of the body. For instance, on either side of the head, there is a caption reading 'From in front of the ear to ermen (Ear Portal) is 1 cun, 5 fen', a caption on the face reads 'The distance between the cheekbones (quan) is 7 cun', etc. The units of measurement are the chi 8Chinese foot9 and cun (Chinese inch), the length of the cun being based on the proportions of the individual's body, i.e. 1 cun = the distance from the base of the middle finger to the end of the crease of the middle joint. 10 cun = 1 chi.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0.85,0,0,0,0.7,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0.05,0,0,0,0,0,0,0.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511,0,0,0,0
leiden-anatomical-theatre-replica-boerhaave.md,2018-10-16,Joana Chicau,image,image,leidenmuseum/leidenreplica.jpg,Replica Anatomical Theatre Leiden (1594),,Joana Chicau and Jonathan Reus visit to Leiden Sept 7th 2018,CC-BY,Replica of Anatomical Theatre originally built for Leiden University in 1594 currently at Boerhaave Museum.,,,0.78,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leiden-cutting-tools.md,2018-10-16,Joana Chicau,image,image,leidenmuseum/cutting_tools.jpg,Collection of Anatomical Cutting Tools,,Joana Chicau and Jonathan Reus visit to Leiden Sept 7th 2018,CC-BY,"Collection of anatomical instruments or cutting tools, including knifes for amputation at Boerhaave Museum.",,,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leiden-preparations.md,2018-10-16,Joana Chicau,image,image,leidenmuseum/preparations.jpg,Collection of anatomical preparations,,Joana Chicau and Jonathan Reus visit to Leiden Sept 7th 2018 (image caption from Elegant Anatomy&#58, The Eighteenth-Century Leiden Anatomical By Marieke M. A. Hendriksen. 2015),CC-BY,"Collection of anatomical preparations at Boerhaave Museum. See detail&#58; Child’s arm with lace-rimmed sleeve, holding a choroid membrane. Injected with red wax. by B.S. Albinus (1692–1770).",,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665,0.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lenet5-digit-recognition-convolutional-neural-network.md,2019-07-25,Jonathan Reus,image,image,l/lenet5-architecture.gif,LeNet-5 Convolutional Neural Network Architecture,http://yann.lecun.com/exdb/publis/index.html#lecun-98,"LeCun, Yann, et al. ""Gradient-based learning applied to document recognition."" Proceedings of the IEEE 86.11 (1998) 2278-2324.",,"Architecture of LeNet-5, a Convolutional Neural Network, in this paper used for handwritten digit recognition. Each plane is a feature map, i.e. a set of units whose weights are constrained to be identical. LeNet-5 comprises 7 layers, not counting the input, all of which contain trainable parameters (weights). The input is a 32x32 pixel image. This is significantly larger than the largest character in the (MNIST) database (at most 20x20 pixels centered in a 28x28 field). The reason is that it is desirable that potential distinctive features such as stroke end-points or corner can appear in the center of the receptive field of the highest-level feature detectors.
In LeNet-5 the set of centers of the receiptive fields of the last convolutional layer form a 20x20 area in the center of the 32x32 input. The values of the input pixels are normalized so that the background level (white) corresponds to a value of -0.1 and the foreground (black) corresponds to 1.175. This makes the mean input roughly 0, and the variance roughly 1 which accelerates learning.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932,0,0,0,0,0,0,0,0,0,0.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0.05,0,0.54,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654,0.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lstm-sine-wave-reconstruction.md,2018-10-18,Jonathan Reus,image,image,algorithms/LSTM-sine-wave-reconstruction.png,Sine Wave Reconstruction by Long Short-Term Memory,https://www.renom.jp/notebooks/tutorial/basic_algorithm/LSTM/notebook.html,Renom.jp,,Time-series forecasting of a sine wave by a recurrent neural network (RNN) containing long short-term memory (LSTM) nodes. The left half blue curve represents data used to train LSTM. The curves on the right side corresponding to each epoch represent prediction curves.,,,0,0,0,0.85,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markov-property-memorylessness.md,2018-10-16,Jonathan Reus,image,image,algorithms/3d-brownian-motion-markov-property.png,Markov Property (Memorylessness),https://en.wikipedia.org/wiki/Markov_property,Wikipedia,CC-BYSA,"Visualization of a Brownian process (Wiener Process) in 3-dimensions for time t=0 to t=2. Brownian motion has the Markov property, or ""memorylessness"". The conditional probability distribution of future states of such a process depends only upon the present state, not on the sequence of events that preceded it. The Hidden Markov Model, a type of probabilistic graphical model, exhibits the Markov property in its internal representations.",,,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metafont-calligraphic-or-skeleton-approach.md,2019-07-20,Joana Chicau,text,,,Metafont – Calligraphic or Skeleton Approach,http://blog.osp.kitchen/news/inscriptions-for-up-pen-down-huppe-plume-tonne-open-now.html,,open source,"Notes on 'Up Pen Down – Huppe Plume Tonne' a workshop linking typography and performance (collaboration between OSP and choreographer Adva Zakai), 2015","The PostScript format, for example, describes letterforms by their contour instead of their skeleton. While yet other lesser known file formats might take an inverse approach. This is the case with Metafont, which originated from linear-drawing, writing and calligraphy where different kinds of pens (pointed, broad-nib, etc …) get applied to a skeleton resulting in different kind of characters depending on the pen.",,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.9,0,0,0,0,0,0.99,0
mircocosmographicus.md,2019-09-2,Joana Chicau,image,image,wc/Mircocosmographicus.jpg,Pinax Mircocosmographicus.,https://wellcomecollection.org/works/kun523kp,,Creative Commons Attribution (CC BY 4.0),"Pinax Microcosmographicus, in quo certissimum Anatomiae compendium variis aere incisis visionibus proponitur. by REMMELIN, JOHANN (JOHANNES REMMELINUS - J. RÜMELIN 1583-1632)",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951,0,0,0,0,0,0,0.978,0,0,0,0.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ml-algolit-elegantanatomy.md,2018-10-31,Joana Chicau,image,image,poster/ML-Algolit-ElegantAnatomy.png,Elegant Anatomy book as training set input,http://www.algolit.net/index.php/Algoliterary_Encounters,Custom algorithm by Algolit Brussels based on Word2vec script,"Custom algorithm by Algolit Brussels. Copyright 2015 The TensorFlow Authors. All Rights Reserved. Licensed under the Apache License, Version 2.0",Word2vec python algorithm using Elegant Anatomy book as training set input (screenshot from running script on the terminal),,,0,0,0,0,0,0,0,0,0,0.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mnist-dataset-sample.md,2019-07-25,Jonathan Reus,image,image,m/mnist-dataset-sample.gif,MNIST Database Examples - Size Normalized,http://yann.lecun.com/exdb/publis/index.html#lecun-98,"LeCun, Yann, et al. ""Gradient-based learning applied to document recognition."" Proceedings of the IEEE 86.11 (1998) 2278-2324.",,"Size-normalized examples from the MNIST database. The database used to train and test the systems described in this paper was constructed from the NIST's Special Database 3 and Special Database 1 containing binary images of handwritten digits. NIST originally designated SD-3 as their training set and SD-1 as their test set. However, SD-3 is much cleaner and easier to recognize than SD-1. The reason for this can be found on the fact that SD-3 was collected among Census Bureau employees, while SD-1 was collected among high-school students. Drawing sensible conclusions from learning experiments requires that the result be independent of the choice of training set and test among the complete set of samples. Therefore it was necessary to build a new database by mixing NIST's datasets.
SD-1 contains 58,527 digit images written by 500 different writers. In contrast to SD-3, where blocks of data from each writer appeared in sequence, the data in SD-1 is scrambled. Writer identities for SD-1 are available and we used this information to unscramble the writers. We then split SD-1 in two: characters written by the first 250 writers went into our new training set. The remaining 250 writers were placed in our test set. Thus we had two sets with nearly 30,000 examples each. The new training set was completed with enough examples from SD-3, starting at pattern # 0, to make a full set of 60,000 training patterns. Similarly, the new test set was completed with SD-3 examples starting at pattern # 35,000 to make a full set with 60,000 test patterns. In the experiments described here, we only used a subset of 10,000 test images (5,000 from SD-1 and 5,000 from SD-3), but we used the full 60,000 training samples. The resulting database was called the Modified NIST, or MNIST, dataset.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0.12,0,0.697,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
monster_instruments.md,2019-12-6,Joana Chicau,image,image,wc/Parts_monster_instruments.jpg,Parts of a monster and instruments.,https://wellcomecollection.org/works/sgggvfas,,Creative Commons Attribution (CC BY 4.0),Parts of a monster and instruments. Credit: Wellcome Collection. CC BY,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0
monsters-unknown-categories-devils-work.md,2018-11-6,Joana Chicau,text,,,Freakish Incidents or Devil's Work or Unknown Categories,https://brill.com/view/title/24846,"Elegant Anatomy, The Eighteenth-Century Leiden Anatomical Collections. Marieke M. A. Hendriksen (2015)","2015 by Koninklijke Brill nv, Leiden, The Netherlands.","Excerpt from ""Beautiful Monsters"", chapter 5 at Elegant Anatomy, Marieke M. A. Hendriksen","More importantly, from the way Van Doeveren dealt with monsters it appears he tacitly aimed to change the disgusting monsters and severed, decaying body parts into tasteless, odorless preparations through aesthesis. He used his own observations and sensory perceptions in as many cases as possible, both human and animal, to seek beauty, purpose, harmony, and regularity in what had long been viewed as freakish incidents or even the devils work. In presenting the monsters as plain, natural, purposeful, inoffensive objects, Van Doeveren implicitly showed that they were not so much ugly, horrible, or disgusting but rather representatives of thus-far unknown categories.",,0,0,0,0,0.333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901,0,0,0,0,0,0,0,0,0,0,0.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mundaneum-card-veeren.md,2018-10-14,Joana Chicau,image,,mundaneum/index-card-veeren.jpg,"Universal Card Classification System, Mundaneum",http://www.mundaneum.org/,"Mundaneum Archive, Mons, Belgium",CC-BY Joana Chicau,"Entry from Universal Card Classification System, Mundaneum Archive, Mons BE. Founded 1895 by Paul Otlet and Henri La Fontaine.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
muscles-fibres.md,2019-09-24,Joana Chicau,image,image,wc/Muscles-Fibres.jpg,"Observations on the muscles, Blane, Gilbert, Sir, 1749-1834.",https://wellcomecollection.org/works/hnnx6f5r,,Creative Commons Attribution (CC BY 4.0),"Observations on the muscles, and particularly on the effects of their oblique fibres: with an appendix, in which the pretension of Dr. Gilbert Blane, that he first demonstrated the same effect to be produced by oblique muscles as by straight ones, with a less proportional decurtation of fibres, is proved to be unfounded ...",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0.81,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.01,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0
